Holder,Shares,Date Reported,% Out,Value,ABV
City of London Investment Management Co. Limited,3632799,2021-09-29,0.3479,92382078,CHN
Lazard Asset Management LLC,1371590,2021-09-29,0.1313,34879533,CHN
Wells Fargo & Company,1159896,2021-09-29,0.11109999999999999,29496155,CHN
"1607 Capital Partners, LLC",325878,2021-09-29,0.031200000000000002,8287077,CHN
Karpus Management Inc,94438,2021-09-29,0.009000000000000001,2401558,CHN
Matisse Capital,80080,2021-09-29,0.0077,2036434,CHN
"Shaker Financial Services, LLC",70439,2021-09-29,0.0067,1791263,CHN
IAT Reinsurance Co Ltd,68399,2021-09-29,0.006500000000000001,1739386,CHN
Morgan Stanley,43267,2021-09-29,0.0040999999999999995,1100279,CHN
First Wilshire Securities Management Inc,40989,2021-09-29,0.0039000000000000003,1042350,CHN
