Holder,Shares,Date Reported,% Out,Value,ABV
Karpus Management Inc,869289,2021-09-29,0.0348,10379310,EVM
"Rivernorth Capital Management, Llc",720798,2021-09-29,0.0288,8606328,EVM
"Guggenheim Capital, LLC",663396,2021-09-29,0.0265,7920948,EVM
Wells Fargo & Company,395033,2021-09-29,0.0158,4716694,EVM
"Hennion & Walsh Asset Management, Inc.",263826,2021-09-29,0.0106,3150082,EVM
Morgan Stanley,257605,2021-09-29,0.0103,3075803,EVM
"Advisors Asset Management, Inc.",225550,2021-09-29,0.009000000000000001,2693067,EVM
UBS Group AG,179984,2021-09-29,0.0072,2149008,EVM
"1607 Capital Partners, LLC",158774,2021-09-29,0.0064,1895761,EVM
Vivaldi Capital Management Lp,130185,2021-09-29,0.0052,1554408,EVM
