Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",167266299,2021-09-29,0.0825,11738748863,C
Blackrock Inc.,161104133,2021-09-29,0.0795,11306288053,C
State Street Corporation,90979170,2021-09-29,0.0449,6384918150,C
Bank of America Corporation,57493203,2021-09-29,0.028399999999999998,4034872986,C
Capital World Investors,36706052,2021-09-29,0.0181,2576030729,C
Capital Research Global Investors,36412001,2021-09-29,0.018000000000000002,2555394230,C
Bank Of New York Mellon Corporation,35558879,2021-09-29,0.0175,2495522128,C
"Geode Capital Management, LLC",33433994,2021-09-29,0.0165,2346397698,C
Norges Bank Investment Management,29719473,2020-12-30,0.0147,1832502705,C
JP Morgan Chase & Company,29682348,2021-09-29,0.0146,2083107182,C
