Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,1117786,2021-09-29,0.0075,24434801,BYRN
"Vanguard Group, Inc. (The)",708318,2021-09-29,0.004699999999999999,15483831,BYRN
ArrowMark Colorado Holdings LLC,515574,2021-09-29,0.0034999999999999996,11270447,BYRN
"Philadelphia Financial Management Of San Francisco, Llc",487623,2021-09-29,0.0033,10659438,BYRN
"Wealthspire Advisors, LLC",473434,2021-09-29,0.0032,10349267,BYRN
"Driehaus Capital Management, LLC",403695,2021-09-29,0.0027,8824772,BYRN
Hood River Capital Management LLC,355041,2021-09-29,0.0024,7761196,BYRN
"Geode Capital Management, LLC",293938,2021-09-29,0.002,6425484,BYRN
"Tygh Capital Management, Inc.",229292,2021-09-29,0.0015,5012323,BYRN
Emerald Mutual Fund Advisers Trust,218040,2021-09-29,0.0015,4766354,BYRN
