Holder,Shares,Date Reported,% Out,Value,ABV
Flagship Pioneering Inc.,23030069,2021-09-29,0.43079999999999996,162131685,EVLO
"FMR, LLC",8009743,2021-09-29,0.14980000000000002,56388590,EVLO
Credit Suisse AG,3310911,2021-09-29,0.061900000000000004,23308813,EVLO
"Harbourvest Partners, LLC",3063505,2021-09-29,0.057300000000000004,21567075,EVLO
Blackrock Inc.,1840250,2021-09-29,0.0344,12955360,EVLO
"Vanguard Group, Inc. (The)",1495887,2021-09-29,0.027999999999999997,10531044,EVLO
Michigan (State Of) Teachers Retirement System,1100000,2021-09-29,0.0206,7744000,EVLO
Artal Group S.A.,1000000,2021-09-29,0.0187,7040000,EVLO
State Street Corporation,538343,2021-09-29,0.0101,3789934,EVLO
"Geode Capital Management, LLC",520717,2021-09-29,0.0097,3665847,EVLO
