Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,3285535,2021-09-29,0.0232,34793815,TIGR
"Two Sigma Investments, LP",2570669,2021-09-29,0.0182,27223384,TIGR
Bank of America Corporation,1586754,2021-09-29,0.011200000000000002,16803724,TIGR
State Street Corporation,1330680,2021-09-29,0.009399999999999999,14091901,TIGR
"Renaissance Technologies, LLC",1301673,2021-09-29,0.0092,13784717,TIGR
"Two Sigma Advisers, LP",1133200,2021-09-29,0.008,12000588,TIGR
"Arrowstreet Capital, Limited Partnership",1122017,2021-09-29,0.0079,11882160,TIGR
Morgan Stanley,918489,2021-09-29,0.006500000000000001,9726798,TIGR
"Shaw D.E. & Co., Inc.",903698,2021-09-29,0.0064,9570161,TIGR
"Goldman Sachs Group, Inc.",894697,2021-09-29,0.0063,9474841,TIGR
