Holder,Shares,Date Reported,% Out,Value,ABV
Morgan Stanley,1877129,2021-09-29,0.032799999999999996,48336071,BBN
UBS Group AG,1559167,2021-09-29,0.027200000000000002,40148550,BBN
"Guggenheim Capital, LLC",1362630,2021-09-29,0.023799999999999998,35087722,BBN
"Lebenthal Global Advisors, LLC",722627,2021-09-29,0.0126,18607645,BBN
Bank of America Corporation,694577,2021-09-29,0.0121,17885357,BBN
"Ameriprise Financial, Inc.",690802,2021-09-29,0.0121,17788151,BBN
Invesco Ltd.,577134,2021-09-29,0.0101,14861200,BBN
"PNC Financial Services Group, Inc.",542410,2021-09-29,0.0095,13967057,BBN
Townsquare Capital LLC,520423,2021-09-29,0.0091,13400892,BBN
LPL Financial LLC,455815,2021-09-29,0.008,11737236,BBN
