Holder,Shares,Date Reported,% Out,Value,ABV
Morgan Stanley,1558124,2021-09-29,0.0692,21502111,MUE
SIT Investment Associates Inc,487806,2021-09-29,0.0217,6731722,MUE
UBS Group AG,316152,2021-09-29,0.013999999999999999,4362897,MUE
"Hennion & Walsh Asset Management, Inc.",280068,2021-09-29,0.0124,3864938,MUE
"Advisors Asset Management, Inc.",190973,2021-09-29,0.0085,2635427,MUE
Parametric Portfolio Associates,153117,2021-09-29,0.0068000000000000005,2113014,MUE
"Guggenheim Capital, LLC",136733,2021-09-29,0.0060999999999999995,1886915,MUE
Wells Fargo & Company,117765,2021-09-29,0.0052,1625157,MUE
Cohen & Steers Inc.,107289,2021-09-29,0.0048,1480588,MUE
Van Eck Associates Corporation,105074,2021-09-29,0.004699999999999999,1450021,MUE
