Holder,Shares,Date Reported,% Out,Value,ABV
JP Morgan Chase & Company,35219230,2021-09-29,0.0191,2574173520,HDB
Morgan Stanley,19055047,2021-09-29,0.0103,1392733385,HDB
"WCM Investment Management, LLC",16728218,2021-09-29,0.0091,1222665453,HDB
Capital Research Global Investors,12724990,2021-09-29,0.0069,930069519,HDB
Harding Loevner LLC,12269446,2021-09-29,0.0066,896773808,HDB
FIL LTD,9072525,2021-09-29,0.0049,663110852,HDB
Fiera Capital Corporation,8480257,2021-09-29,0.0046,619821984,HDB
"FMR, LLC",8171954,2021-09-29,0.0044,597288117,HDB
Schroder Investment Management Group,7278593,2021-09-29,0.0039000000000000003,531992362,HDB
"American Century Companies, Inc.",6931911,2021-09-29,0.0038,506653374,HDB
