Holder,Shares,Date Reported,% Out,Value,ABV
Capital Research Global Investors,7434982,2021-09-29,0.0803,759706460,TFII
Capital International Investors,5025853,2021-09-29,0.054299999999999994,513541659,TFII
"FMR, LLC",5025754,2021-09-29,0.054299999999999994,513531543,TFII
FIL LTD,3526961,2021-09-29,0.0381,360384874,TFII
"Vanguard Group, Inc. (The)",2828878,2021-09-29,0.0305,289054754,TFII
Royal Bank of Canada,2032881,2021-09-29,0.0219,207719780,TFII
Manufacturers Life Insurance Co.,1887799,2021-09-29,0.0204,192895301,TFII
Connor Clark & Lunn Investment Management Ltd,1733175,2021-09-29,0.0187,177095821,TFII
Bank of Montreal/Can/,1700437,2021-09-29,0.0184,173750652,TFII
Morgan Stanley,1465125,2021-09-29,0.0158,149706472,TFII
