Holder,Shares,Date Reported,% Out,Value,ABV
"Wildcat Capital Management, LLC",314564,2021-09-29,0.0216,13472776,SBR
King Luther Capital Management,159955,2021-09-29,0.011000000000000001,6850872,SBR
"Sarofim, Fayez",151249,2021-09-29,0.0104,6477994,SBR
Royce & Associates LP,82648,2021-09-29,0.005699999999999999,3539813,SBR
Morgan Stanley,77236,2021-09-29,0.0053,3308017,SBR
"Essex Financial Services, Inc.",62548,2021-09-29,0.0043,2678930,SBR
"Chilton Capital Management, L.P.",55829,2021-09-29,0.0038,2391156,SBR
"Capital Analysts, LLC",39073,2021-09-29,0.0027,1673496,SBR
American National Bank,35985,2021-09-29,0.0025,1541237,SBR
Peapack Gladstone Financial Corp.,29788,2021-09-29,0.002,1275820,SBR
