Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",945660,2021-09-29,0.0064,1522512,COMS
"DSC Advisors, L.P.",450000,2021-09-29,0.003,724500,COMS
"Geode Capital Management, LLC",356437,2021-09-29,0.0024,573863,COMS
Blackrock Inc.,130767,2021-09-29,0.0009,210534,COMS
Diversified Trust Company,120314,2021-12-30,0.0008,90825,COMS
"Asset Management One Co., Ltd.",109371,2021-09-29,0.0007000000000000001,176087,COMS
"FNY Investment Advisers, LLC",96000,2021-12-30,0.0006,72470,COMS
Northern Trust Corporation,83136,2021-09-29,0.0006,133848,COMS
Rockefeller Capital Management L.P.,72094,2021-09-29,0.0005,116071,COMS
Virtu Financial LLC,68627,2021-09-29,0.0005,110489,COMS
