Holder,Shares,Date Reported,% Out,Value,ABV
"Rivernorth Capital Management, Llc",251909,2021-09-29,0.0277,2519090,CXH
"Robinson Capital Management, LLC",145806,2021-09-29,0.016,1458060,CXH
UBS Group AG,131482,2021-09-29,0.0144,1314820,CXH
"Americana Partners, LLC",129030,2021-09-29,0.014199999999999999,1290300,CXH
"1607 Capital Partners, LLC",117035,2021-09-29,0.0128,1170350,CXH
Morgan Stanley,82616,2021-09-29,0.0091,826160,CXH
Wells Fargo & Company,78778,2021-09-29,0.0086,787780,CXH
Bank of America Corporation,73402,2021-09-29,0.008100000000000001,734020,CXH
"Advisor Group, Inc.",61668,2021-09-29,0.0068000000000000005,616680,CXH
"Ackerman Capital Advisors, LLC",48610,2021-09-29,0.0053,486100,CXH
