Holder,Shares,Date Reported,% Out,Value,ABV
Claret Asset Management Corp,2739418,2021-09-29,0.0821,17285727,QIPT
"Wellington Management Group, LLP",635450,2021-09-29,0.0191,4009689,QIPT
Fiera Capital Corporation,500000,2021-09-29,0.015,3155000,QIPT
First Manhattan Company,446250,2021-09-29,0.0134,2815837,QIPT
"Kennedy Capital Management, Inc.",323466,2021-09-29,0.0097,2041070,QIPT
"AWM Investment Company, Inc.",294600,2021-09-29,0.0088,1858926,QIPT
"Russell Investments Group, Ltd.",250139,2021-09-29,0.0075,1578377,QIPT
Hillsdale Investment Management Inc.,102700,2021-09-29,0.0031,648037,QIPT
Boston Partners,92999,2021-09-29,0.0028000000000000004,586823,QIPT
"Alpine Woods Capital Investors, LLC",87500,2021-09-29,0.0026,552125,QIPT
