Holder,Shares,Date Reported,% Out,Value,ABV
"Raymond James & Associates, Inc.",155569,2021-09-29,0.0134,2439321,NAZ
Morgan Stanley,127227,2021-09-29,0.011000000000000001,1994919,NAZ
Wells Fargo & Company,119256,2021-09-29,0.0103,1869934,NAZ
LPL Financial LLC,109404,2021-09-29,0.009399999999999999,1715454,NAZ
Cetera Advisors LLC,104283,2021-09-29,0.009000000000000001,1635157,NAZ
1776 WEALTH LLC,78944,2021-09-29,0.0068000000000000005,1237841,NAZ
"Raymond James Financial Services Advisors, Inc.",66343,2021-09-29,0.005699999999999999,1040258,NAZ
Bartlett & Co.,51150,2021-09-29,0.0044,802032,NAZ
UBS Group AG,43410,2021-09-29,0.0037,680668,NAZ
Bank of America Corporation,37227,2021-09-29,0.0032,583719,NAZ
