Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",13517878,2021-09-29,0.1242,2036333141,CE
"Wellington Management Group, LLP",9602668,2021-09-29,0.0882,1446545907,CE
Blackrock Inc.,7768359,2021-09-29,0.07139999999999999,1170225599,CE
Dodge & Cox Inc,7745982,2021-09-29,0.0711,1166854728,CE
Capital International Investors,5789456,2021-09-29,0.053200000000000004,872123651,CE
State Street Corporation,5437717,2021-09-29,0.0499,819137688,CE
Wells Fargo & Company,3553485,2021-09-29,0.0326,535296980,CE
JP Morgan Chase & Company,3331402,2021-09-29,0.030600000000000002,501842397,CE
Brown Brothers Harriman & Co,2375446,2021-09-29,0.0218,357837185,CE
Bank Of New York Mellon Corporation,2097691,2021-09-29,0.019299999999999998,315996172,CE
