Holder,Shares,Date Reported,% Out,Value,ABV
"Alpine Global Management, LLC",786662,2021-12-30,0.09140000000000001,3107314,SNAX
"Pura Vida Investments, LLC",437551,2021-12-30,0.0508,1728326,SNAX
"Cowen and Company, LLC",301749,2021-12-30,0.035,1191908,SNAX
"Water Island Capital, LLC",300000,2021-12-30,0.0348,1185000,SNAX
"Invenomic Capital Management, LP",241036,2021-12-30,0.027999999999999997,952092,SNAX
"Arena Capital Advisors, LLC- CA",185000,2021-12-30,0.0215,730750,SNAX
Kornitzer Capital Management Inc /ks,162238,2021-12-30,0.018799999999999997,640840,SNAX
"Altium Capital Management, LP",162121,2021-12-30,0.018799999999999997,640377,SNAX
"National Asset Management, Inc.",101900,2021-12-30,0.0118,402505,SNAX
G2 Investment Partners Management LLC,101227,2021-12-30,0.0118,399846,SNAX
