Holder,Shares,Date Reported,% Out,Value,ABV
"Gilder, Gagnon, Howe & Co.",3226412,2021-09-29,0.0892,64689560,RNLX
"Parian Global Management, LP",526316,2021-09-29,0.0146,10552635,RNLX
Granahan Investment Management Inc.,497930,2021-09-29,0.0138,9983496,RNLX
"Fred Alger Management, LLC",417091,2021-09-29,0.0115,8362674,RNLX
ArrowMark Colorado Holdings LLC,385778,2021-09-29,0.010700000000000001,7734848,RNLX
"Pinnacle Associates, Ltd.",188789,2021-09-29,0.0052,3785219,RNLX
FIL LTD,168786,2021-09-29,0.004699999999999999,3384159,RNLX
Gofen & Glossberg LLC,165724,2021-09-29,0.0046,3322766,RNLX
Pentwater Capital Management Lp,151262,2021-09-29,0.0042,3032803,RNLX
Lazard Asset Management LLC,60883,2021-09-29,0.0017000000000000001,1220704,RNLX
