Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,1037102,2021-09-29,0.0617,26809086,SMBK
"Vanguard Group, Inc. (The)",680948,2021-09-29,0.0405,17602505,SMBK
"Banc Funds Company, L.L.C. (The)",610409,2021-09-29,0.0363,15779072,SMBK
"Private Capital Management, Inc.",526313,2021-09-29,0.0313,13605191,SMBK
Dimensional Fund Advisors LP,417469,2021-09-29,0.0248,10791573,SMBK
Forest Hill Capital LLC,252113,2021-09-29,0.015,6517121,SMBK
"Geode Capital Management, LLC",241633,2021-09-29,0.0144,6246213,SMBK
"Renaissance Technologies, LLC",241174,2021-09-29,0.0144,6234347,SMBK
"Wellington Management Group, LLP",234380,2021-09-29,0.0139,6058723,SMBK
State Street Corporation,231340,2021-09-29,0.0138,5980139,SMBK
