Holder,Shares,Date Reported,% Out,Value,ABV
"Cohanzick Management, LLC",1633141,2021-09-29,0.0553,16184427,BZFD
Citadel Advisors LLC,1624810,2021-09-29,0.055,16101867,BZFD
"Aristeia Capital, LLC",1184706,2021-09-29,0.0401,11740436,BZFD
MYDA Advisors LLC,1000000,2021-09-29,0.0339,9910000,BZFD
Millennium Management LLC,934239,2021-09-29,0.0316,9258308,BZFD
"RiverPark Advisors, LLC",931571,2021-09-29,0.0315,9231868,BZFD
Periscope Capital Inc.,929700,2021-09-29,0.0315,9213327,BZFD
"Highbridge Capital Management, LLC.",890589,2021-09-29,0.0302,8825736,BZFD
Magnetar Financial LLC,883336,2021-09-29,0.029900000000000003,8753859,BZFD
Hsbc Holdings Plc,750000,2021-09-29,0.0254,7432500,BZFD
