Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,4169140,2021-09-29,0.1351,199701806,CIVI
"Franklin Resources, Inc.",3778132,2021-09-29,0.12240000000000001,180972522,CIVI
"FMR, LLC",3235283,2021-09-29,0.1048,154970055,CIVI
"Vanguard Group, Inc. (The)",2011125,2021-09-29,0.0652,96332887,CIVI
Smith (Donald) & Company Inc.,1863392,2021-09-29,0.0604,89256476,CIVI
State Street Corporation,1695856,2021-09-29,0.055,81231502,CIVI
"Sourcerock Group, LLC",1282151,2021-09-29,0.0415,61415032,CIVI
Hsbc Holdings Plc,562852,2021-09-29,0.0182,26960610,CIVI
"Geode Capital Management, LLC",527861,2021-09-29,0.0171,25284541,CIVI
Northern Trust Corporation,523166,2021-09-29,0.017,25059651,CIVI
