Holder,Shares,Date Reported,% Out,Value,ABV
Price (T.Rowe) Associates Inc,1677486,2021-09-29,0.09359999999999999,26873325,PVBC
Blackrock Inc.,1070949,2021-09-29,0.059699999999999996,17156602,PVBC
"Vanguard Group, Inc. (The)",785138,2021-09-29,0.0438,12577910,PVBC
"M3F, Inc.",702140,2021-09-29,0.0392,11248282,PVBC
"Maltese Capital Management, LLC",275000,2021-09-29,0.015300000000000001,4405500,PVBC
"Geode Capital Management, LLC",273219,2021-09-29,0.0152,4376968,PVBC
State Street Corporation,237111,2021-09-29,0.0132,3798518,PVBC
"Bridgeway Capital Management, Inc.",232800,2021-09-29,0.013000000000000001,3729456,PVBC
"Jacobs Asset Management, L.L.C.",210009,2021-09-29,0.011699999999999999,3364344,PVBC
JP Morgan Chase & Company,184620,2021-09-29,0.0103,2957612,PVBC
