Holder,Shares,Date Reported,% Out,Value,ABV
Capital World Investors,14504662,2021-09-29,0.1144,998210838,SMAR
"Vanguard Group, Inc. (The)",10958043,2021-09-29,0.08650000000000001,754132519,SMAR
"Brown Capital Management, Inc.",7324966,2021-09-29,0.057800000000000004,504104160,SMAR
Blackrock Inc.,5487249,2021-12-30,0.0433,424987435,SMAR
JP Morgan Chase & Company,3512518,2021-09-29,0.0277,241731488,SMAR
"Fred Alger Management, LLC",3419392,2021-09-29,0.027000000000000003,235322557,SMAR
Alkeon Capital Management LLC,3293878,2021-09-29,0.026000000000000002,226684683,SMAR
"AllianceBernstein, L.P.",3097438,2021-09-29,0.024399999999999998,213165683,SMAR
"Dorsey Asset Management, LLC",2773894,2021-09-29,0.0219,190899385,SMAR
"Times Square Capital Management, LLC",1955750,2021-12-30,0.0154,151472837,SMAR
