Holder,Shares,Date Reported,% Out,Value,ABV
Citadel Advisors LLC,670474,2021-09-29,0.0046,396987,BRQS
Virtu Financial LLC,326246,2021-09-29,0.0022,193170,BRQS
HRT Financial LLC,152832,2021-09-29,0.001,90491,BRQS
"Peak6 Investments, L.P.",130738,2021-09-29,0.0009,77409,BRQS
"Geode Capital Management, LLC",125741,2021-09-29,0.0009,74451,BRQS
"HighTower Advisors, LLC",40100,2021-09-29,0.0003,23743,BRQS
"Keebeck Wealth Management, LLC",32400,2021-09-29,0.0002,19184,BRQS
Bank of America Corporation,14806,2021-09-29,0.0001,8766,BRQS
"Two Sigma Securities, LLC",13979,2021-09-29,0.0001,8276,BRQS
"X-Square Capital, LLC",12000,2021-09-29,0.0001,7105,BRQS
