Holder,Shares,Date Reported,% Out,Value,ABV
"Viking Global Investors, L.P.",33333333,2021-09-29,0.1484,678333326,APG
"Vanguard Group, Inc. (The)",16826541,2021-09-29,0.07490000000000001,342420109,APG
Blackrock Inc.,12771677,2021-09-29,0.056900000000000006,259903626,APG
Wells Fargo & Company,8316413,2021-09-29,0.037000000000000005,169239004,APG
FIL LTD,8034787,2021-09-29,0.0358,163507915,APG
"ClearBridge Investments, LLC",5470858,2021-09-29,0.024399999999999998,111331960,APG
"Empyrean Capital Partners, LP",5096148,2021-09-29,0.0227,103706611,APG
"FMR, LLC",4507071,2021-09-29,0.020099999999999996,91718894,APG
"Permian Investment Partners, Lp",4449729,2021-09-29,0.019799999999999998,90551985,APG
Bank Of New York Mellon Corporation,4394077,2021-09-29,0.0196,89419466,APG
