Holder,Shares,Date Reported,% Out,Value,ABV
Alps Advisors Inc.,11212322,2021-09-29,0.0538,316523850,DCP
"Tortoise Capital Advisors, LLC",9350551,2021-09-29,0.0449,263966054,DCP
Blackstone Inc,8556188,2021-09-29,0.041100000000000005,241541187,DCP
"Goldman Sachs Group, Inc.",5776655,2021-09-29,0.0277,163074970,DCP
JP Morgan Chase & Company,3322288,2021-09-29,0.0159,93788190,DCP
"ClearBridge Investments, LLC",2893565,2021-09-29,0.0139,81685339,DCP
"RR Advisors, LLC",2832000,2021-09-29,0.013600000000000001,79947360,DCP
"Chickasaw Capital Management, LLC",2651908,2021-09-29,0.0127,74863362,DCP
"Mirae Asset Global Investments Co., Ltd.",1952227,2021-09-29,0.009399999999999999,55111368,DCP
Morgan Stanley,1943931,2021-09-29,0.009300000000000001,54877172,DCP
