Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,8220149,2021-09-29,0.09119999999999999,110561004,CENX
State Street Corporation,6176210,2021-09-29,0.06849999999999999,83070024,CENX
"Vanguard Group, Inc. (The)",5569920,2021-09-29,0.061799999999999994,74915424,CENX
Dimensional Fund Advisors LP,4019508,2021-09-29,0.0446,54062382,CENX
"Fisher Asset Management, LLC",2338720,2021-09-29,0.0259,31455784,CENX
"Impala Asset Management, LLC",1757089,2021-09-29,0.0195,23632847,CENX
"William Blair Investment Management, LLC",1621036,2021-09-29,0.018000000000000002,21802934,CENX
Norges Bank Investment Management,1122027,2020-12-30,0.0124,12375957,CENX
"Maple Rock Capital Partners, Inc.",1080000,2021-09-29,0.012,14526000,CENX
Morgan Stanley,1029088,2021-09-29,0.011399999999999999,13841233,CENX
