Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",6078924,2021-09-29,0.1036,3932334357,SIVB
Blackrock Inc.,5059688,2021-09-29,0.0862,3273010973,SIVB
State Street Corporation,2835786,2021-09-29,0.0483,1834413247,SIVB
JP Morgan Chase & Company,2198909,2021-09-29,0.0375,1422430253,SIVB
Capital International Investors,2055844,2021-09-29,0.035,1329884366,SIVB
Royal Bank of Canada,1715975,2021-09-29,0.0292,1110029908,SIVB
"Alecta Pensionsforsakring, Omsesidigt",1296500,2021-09-29,0.022099999999999998,838679920,SIVB
Invesco Ltd.,1238752,2021-09-29,0.021099999999999997,801323893,SIVB
"Geode Capital Management, LLC",1120549,2021-09-29,0.0191,724860737,SIVB
Harding Loevner LLC,1059211,2021-09-29,0.018000000000000002,685182411,SIVB
