Holder,Shares,Date Reported,% Out,Value,ABV
Dimensional Fund Advisors LP,325148,2021-09-29,0.0747,9874744,AE
"Renaissance Technologies, LLC",269155,2021-09-29,0.061799999999999994,8174237,AE
"FMR, LLC",219115,2021-09-29,0.050300000000000004,6654522,AE
Wells Fargo & Company,109749,2021-09-29,0.0252,3333077,AE
"Vanguard Group, Inc. (The)",97802,2021-09-29,0.0225,2970246,AE
Blackrock Inc.,80600,2021-09-29,0.018500000000000003,2447822,AE
"Ancora Advisors, Llc",79915,2021-09-29,0.0184,2427018,AE
"1900 Wealth Management, LLC",75710,2021-09-29,0.0174,2299312,AE
"Bridgeway Capital Management, Inc.",59800,2021-09-29,0.0137,1816126,AE
"Wittenberg Investment Management, Inc.",38168,2021-09-29,0.0088,1159162,AE
