Holder,Shares,Date Reported,% Out,Value,ABV
"NEA Management Company, LLC",4362986,2021-09-29,0.165,35340186,GRTX
"Sofinnova Investments, Inc.",3083712,2021-09-29,0.1166,24978067,GRTX
Novo Holdings A/S,2459021,2021-09-29,0.09300000000000001,19918070,GRTX
AIGH Capital Management LLC,2036495,2021-09-29,0.077,16495609,GRTX
Blackstone Inc,1678984,2021-09-29,0.0635,13599770,GRTX
Adage Capital Partners GP L.L.C.,1509500,2021-09-29,0.0571,12226950,GRTX
Tekla Capital Management LLCC.,898374,2021-09-29,0.034,7276829,GRTX
Nan Fung Group Holdings Limited,613223,2021-09-29,0.0232,4967106,GRTX
"Rock Springs Capital Management, LP",568252,2021-09-29,0.0215,4602841,GRTX
"Vanguard Group, Inc. (The)",481524,2021-09-29,0.0182,3900344,GRTX
