Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,18888926,2021-09-29,0.1797,384389644,IRT
"Vanguard Group, Inc. (The)",12613036,2021-09-29,0.12,256675282,IRT
"Wellington Management Group, LLP",6768277,2021-09-29,0.0644,137734436,IRT
Deutsche Bank Aktiengesellschaft,5640785,2021-09-29,0.0537,114789974,IRT
State Street Corporation,5425556,2021-09-29,0.0516,110410064,IRT
"AllianceBernstein, L.P.",5155562,2021-09-29,0.049,104915686,IRT
Jennison Associates LLC,3643838,2021-09-29,0.0347,74152103,IRT
"Renaissance Technologies, LLC",2872341,2021-09-29,0.0273,58452139,IRT
"AEW Capital Management, LP",2735000,2021-09-29,0.026000000000000002,55657250,IRT
Macquarie Group Limited,2689992,2021-09-29,0.0256,54741337,IRT
