Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",198912,2021-12-30,0.0729,7534786,VABK
Royce & Associates LP,198450,2021-12-30,0.0727,7517286,VABK
"AllianceBernstein, L.P.",183689,2021-12-30,0.0673,6958139,VABK
Endeavour Capital Advisors Inc,164925,2021-12-30,0.0604,6247359,VABK
"Meridian Financial Partners, LLC",131702,2021-12-30,0.0483,4988871,VABK
Strategic Value Bank Partners LLC,128953,2021-12-30,0.0473,4884739,VABK
"Elizabeth Park Capital Advisors, Ltd.",98076,2021-12-30,0.0359,3715118,VABK
"Basswood Capital Management, L.L.C.",71049,2021-12-30,0.026000000000000002,2691336,VABK
Fourthstone LLC,65288,2021-12-30,0.0239,2473109,VABK
"Salzhauer, Michael",49787,2021-12-30,0.0182,1885931,VABK
