0,1,ABV
Net Assets,,NMK
Beta (5Y Monthly),,NMK
Yield,,NMK
5y Average Return,,NMK
Holdings Turnover,,NMK
Last Dividend,,NMK
Average for Category,,NMK
Inception Date,,NMK
