Holder,Shares,Date Reported,% Out,Value,ABV
"Renaissance Technologies, LLC",266400,2021-09-29,0.0031,7413912,ZNH
Blackrock Inc.,88329,2021-09-29,0.001,2458196,ZNH
Parametric Portfolio Associates,60418,2021-09-29,0.0007000000000000001,1681432,ZNH
Dimensional Fund Advisors LP,54861,2021-09-29,0.0006,1526781,ZNH
Bank of Montreal/Can/,35293,2021-09-29,0.0004,982204,ZNH
"Arrowstreet Capital, Limited Partnership",19824,2021-09-29,0.0002,551701,ZNH
"Jane Street Group, LLC",12953,2021-09-29,0.0002,360481,ZNH
Confluence Investment Management Llc,11486,2021-09-29,0.0001,319655,ZNH
Stifel Financial Corporation,10300,2021-09-29,0.0001,286649,ZNH
Citadel Advisors LLC,8305,2021-09-29,0.0001,231128,ZNH
