Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",28822981,2021-09-29,0.1317,1396473429,CUBE
"FMR, LLC",20522587,2021-09-29,0.09380000000000001,994319340,CUBE
Blackrock Inc.,15229955,2021-09-29,0.0696,737891319,CUBE
Price (T.Rowe) Associates Inc,8738181,2021-09-29,0.039900000000000005,423364869,CUBE
"Principal Financial Group, Inc.",8154209,2021-09-29,0.0373,395071426,CUBE
State Street Corporation,7199534,2021-09-29,0.0329,348817422,CUBE
Cohen & Steers Inc.,7000130,2021-09-29,0.032,339156298,CUBE
PGGM Investments,6875612,2021-09-29,0.031400000000000004,333123401,CUBE
Resolution Capital Ltd,6626708,2021-09-29,0.030299999999999997,321064002,CUBE
JP Morgan Chase & Company,6051132,2021-09-29,0.0277,293177345,CUBE
