Holder,Shares,Date Reported,% Out,Value,ABV
"Ancient Art, L.P.",4100831,2021-09-29,0.058499999999999996,49332996,DESP
Canada Pension Plan Investment Board,2999419,2021-09-29,0.042800000000000005,36083010,DESP
"Cartica Management, Llc",2591867,2021-09-29,0.037000000000000005,31180160,DESP
"AllianceBernstein, L.P.",2279547,2021-09-29,0.0325,27422950,DESP
"Neuberger Berman Group, LLC",2146890,2021-09-29,0.030600000000000002,25827086,DESP
Mitsubishi UFJ Trust & Banking Corp,2080971,2021-09-29,0.0297,25034081,DESP
Bares Capital Management Inc,1935404,2021-09-29,0.0276,23282910,DESP
"Moerus Capital Management, LLC",1489805,2021-09-29,0.0213,17922354,DESP
"Tiger Global Management, LLC",1197599,2021-09-29,0.0171,14407115,DESP
Blackrock Inc.,1108342,2021-09-29,0.0158,13333354,DESP
