Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",26047742,2021-09-29,0.1398,1902527075,WPC
Blackrock Inc.,13390023,2021-09-29,0.0719,978007279,WPC
State Street Corporation,7566224,2021-09-29,0.0406,552637000,WPC
JP Morgan Chase & Company,4876271,2021-09-29,0.0262,356162833,WPC
"Geode Capital Management, LLC",2919966,2021-09-29,0.015700000000000002,213274316,WPC
Dimensional Fund Advisors LP,2565395,2021-09-29,0.0138,187376450,WPC
Legal & General Group PLC,2020204,2021-09-29,0.0108,147555700,WPC
"Charles Schwab Investment Management, Inc.",1760348,2021-09-29,0.009399999999999999,128575817,WPC
Apg Asset Management Us Inc.,1752800,2021-09-29,0.009399999999999999,128024512,WPC
Norges Bank Investment Management,1738092,2020-12-30,0.009300000000000001,122674533,WPC
