0,1,ABV
Net Assets,,ARGD
NAV,,ARGD
PE Ratio (TTM),,ARGD
Yield,,ARGD
YTD Daily Total Return,,ARGD
Beta (5Y Monthly),,ARGD
Expense Ratio (net),,ARGD
Inception Date,,ARGD
