Holder,Shares,Date Reported,% Out,Value,ABV
"Uniplan Investment Counsel, Inc.",111618,2021-09-29,0.0369,1624041,AINC
"Renaissance Technologies, LLC",85753,2021-09-29,0.028399999999999998,1247706,AINC
"Vanguard Group, Inc. (The)",61732,2021-09-29,0.0204,898200,AINC
"Advisor Group, Inc.",36411,2021-09-29,0.012,529780,AINC
Blackrock Inc.,26613,2021-09-29,0.0088,387219,AINC
"First Eagle Investment Management, LLC",24819,2021-09-29,0.008199999999999999,361116,AINC
"Geode Capital Management, LLC",15904,2021-09-29,0.0053,231403,AINC
"Strategic Wealth Partners, Ltd.",15342,2021-09-29,0.0051,223226,AINC
Bank of America Corporation,3326,2021-09-29,0.0011,48393,AINC
UBS Group AG,271,2021-09-29,0.0001,3943,AINC
