0,1,ABV
Net Assets,,ETI
Beta (5Y Monthly),,ETI
Yield,,ETI
5y Average Return,,ETI
Holdings Turnover,,ETI
Last Dividend,,ETI
Average for Category,,ETI
Inception Date,,ETI
