Holder,Shares,Date Reported,% Out,Value,ABV
SIT Investment Associates Inc,1263737,2021-09-29,0.0527,65916521,BST
Morgan Stanley,1163934,2021-09-29,0.048600000000000004,60710797,BST
"Rivernorth Capital Management, Llc",594197,2021-09-29,0.0248,30993315,BST
Wells Fargo & Company,496605,2021-09-29,0.0207,25902916,BST
Invesco Ltd.,420583,2021-09-29,0.0176,21937609,BST
"Raymond James Financial Services Advisors, Inc.",412871,2021-09-29,0.0172,21535351,BST
Bank of America Corporation,378444,2021-09-29,0.0158,19739639,BST
"Raymond James & Associates, Inc.",369801,2021-09-29,0.0154,19288820,BST
UBS Group AG,341265,2021-09-29,0.014199999999999999,17800382,BST
Royal Bank of Canada,300153,2021-09-29,0.0125,15655980,BST
