Holder,Shares,Date Reported,% Out,Value,ABV
Granahan Investment Management Inc.,983484,2021-09-29,0.11220000000000001,22492279,CSSE
"Islet Management, LP",638778,2021-09-29,0.0729,14608852,CSSE
Bank of America Corporation,607375,2021-09-29,0.0693,13890666,CSSE
Royce & Associates LP,451578,2021-09-29,0.051500000000000004,10327588,CSSE
G2 Investment Partners Management LLC,409950,2021-09-29,0.046799999999999994,9375556,CSSE
Blackrock Inc.,395078,2021-09-29,0.0451,9035433,CSSE
Ophir Asset Management Pty Ltd,379481,2021-09-29,0.0433,8678730,CSSE
"Vanguard Group, Inc. (The)",342631,2021-09-29,0.0391,7835970,CSSE
"Driehaus Capital Management, LLC",328609,2021-09-29,0.0375,7515287,CSSE
Polar Asset Management Partners Inc.,305785,2021-09-29,0.0349,6993302,CSSE
