Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,21624450,2021-09-29,0.1855,379292853,RLGY
"Vanguard Group, Inc. (The)",18565112,2021-09-29,0.1592,325632064,RLGY
Southeastern Asset Management Inc/tn/,11009015,2021-09-29,0.0944,193098123,RLGY
"FMR, LLC",8647243,2021-09-29,0.0742,151672642,RLGY
Dimensional Fund Advisors LP,5693582,2021-09-29,0.048799999999999996,99865428,RLGY
Bank of America Corporation,4668416,2021-09-29,0.04,81884016,RLGY
State Street Corporation,3969394,2021-09-29,0.034,69623170,RLGY
"Shaw D.E. & Co., Inc.",2518470,2021-09-29,0.0216,44173963,RLGY
"Geode Capital Management, LLC",2272472,2021-09-29,0.0195,39859158,RLGY
Skandinaviska Enskilda Banken AB publ,1872000,2021-09-29,0.0161,32834880,RLGY
