Holder,Shares,Date Reported,% Out,Value,ABV
Credit Suisse AG,406907,2021-09-29,0.0024,4028379,QTT
State Street Corporation,105788,2021-09-29,0.0006,1047301,QTT
Norges Bank Investment Management,83258,2020-12-30,0.0005,1323802,QTT
Blackrock Inc.,67650,2021-09-29,0.0004,669735,QTT
HRT Financial LLC,22020,2021-09-29,0.0001,217998,QTT
Penserra Capital Management LLC,20788,2021-09-29,0.0001,205801,QTT
"Simplex Trading, LLC",19885,2021-09-29,0.0001,196861,QTT
Barclays PLC,12040,2021-09-29,0.0001,119196,QTT
"Shaw D.E. & Co., Inc.",10293,2021-09-29,0.0001,101900,QTT
Invesco Ltd.,10057,2021-09-29,0.0001,99564,QTT
