Holder,Shares,Date Reported,% Out,Value,ABV
Harding Loevner LLC,15212153,2021-09-29,0.0103,814154428,BHP
Goldman Sachs Group Inc,9547021,2021-09-29,0.006500000000000001,510956563,BHP
"Fisher Asset Management, LLC",8362091,2021-09-29,0.005699999999999999,447539110,BHP
UBS Group AG,6613440,2021-09-29,0.0045000000000000005,353951308,BHP
Bank of America Corporation,6230060,2021-09-29,0.0042,333432811,BHP
Citigroup Inc.,3148649,2021-09-29,0.0021,168515694,BHP
Norges Bank Investment Management,3045718,2020-12-30,0.0021,199007214,BHP
"Neuberger Berman Group, LLC",2658442,2021-09-29,0.0018,142279815,BHP
"Arrowstreet Capital, Limited Partnership",2348830,2021-09-29,0.0016,125709381,BHP
Parametric Portfolio Associates,1695397,2021-09-29,0.0011,90737647,BHP
