Holder,Shares,Date Reported,% Out,Value,ABV
Blackstone Inc,19037042,2021-09-29,0.5367000000000001,707226110,APR
"Fred Alger Management, LLC",2912184,2021-09-29,0.0821,108187635,APR
Bank Of New York Mellon Corporation,1549911,2021-09-29,0.0437,57579193,APR
"Deerfield Management Company, L.P. (Series C)",1417700,2021-09-29,0.04,52667555,APR
Victory Capital Management Inc.,1147745,2021-09-29,0.032400000000000005,42638726,APR
"American Century Companies, Inc.",1119953,2021-09-29,0.0316,41606253,APR
"Wellington Management Group, LLP",1029454,2021-09-29,0.028999999999999998,38244216,APR
"Vanguard Group, Inc. (The)",903997,2021-09-29,0.0255,33583488,APR
Blackrock Inc.,880737,2021-09-29,0.0248,32719379,APR
Maven Securities Limited,500000,2021-09-29,0.0141,18575000,APR
