Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",8629039,2021-09-29,0.0999,470541496,TNL
Blackrock Inc.,7387382,2021-09-29,0.0855,402833940,TNL
Invesco Ltd.,5953504,2021-09-29,0.0689,324644573,TNL
"Principal Financial Group, Inc.",3288362,2021-09-29,0.0381,179314379,TNL
Boston Partners,3002298,2021-09-29,0.0348,163715309,TNL
State Street Corporation,2261523,2021-09-29,0.0262,123320849,TNL
Senvest Management LLC,2178520,2021-09-29,0.0252,118794695,TNL
Iridian Asset Management LLC,2091247,2021-09-29,0.0242,114035698,TNL
"Zimmer Partners, LP",1925000,2021-09-29,0.0223,104970250,TNL
JP Morgan Chase & Company,1844224,2021-09-29,0.021400000000000002,100565534,TNL
