Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,40369534,2021-09-29,0.1917,381492096,DRH
"Vanguard Group, Inc. (The)",33664714,2021-09-29,0.1598,318131547,DRH
"FMR, LLC",11304872,2021-09-29,0.0537,106831040,DRH
State Street Corporation,11243385,2021-09-29,0.053399999999999996,106249988,DRH
JP Morgan Chase & Company,8631530,2021-09-29,0.040999999999999995,81567958,DRH
Cohen & Steers Inc.,8293397,2021-09-29,0.0394,78372601,DRH
Invesco Ltd.,6587670,2021-09-29,0.0313,62253481,DRH
"Principal Financial Group, Inc.",5447625,2021-09-29,0.0259,51480056,DRH
Pzena Investment Management Llc,5192684,2021-09-29,0.024700000000000003,49070863,DRH
Macquarie Group Limited,4404508,2021-09-29,0.0209,41622600,DRH
