Holder,Shares,Date Reported,% Out,Value,ABV
"Abdiel Capital Advisors, LP",8792967,2021-09-29,0.109,360687506,GDRX
"Vanguard Group, Inc. (The)",5524146,2021-09-29,0.06849999999999999,226600468,GDRX
"Wellington Management Group, LLP",5250836,2021-09-29,0.06509999999999999,215389292,GDRX
Morgan Stanley,4705001,2021-09-29,0.0583,192999141,GDRX
"Silver Lake Group, LLC",3532276,2021-09-29,0.0438,144893961,GDRX
"Tiger Global Management, LLC",2345000,2021-09-29,0.0291,96191900,GDRX
"Atreides Management, LP",2313994,2021-09-29,0.0287,94920033,GDRX
"Light Street Capital Management, LLC",2017304,2021-09-29,0.025,82749810,GDRX
"FMR, LLC",1925768,2021-09-29,0.0239,78995003,GDRX
