Holder,Shares,Date Reported,% Out,Value,ABV
"FMR, LLC",4149408,2021-09-29,0.1512,1494616761,DECK
"Vanguard Group, Inc. (The)",2750570,2021-09-29,0.1002,990755314,DECK
Blackrock Inc.,2355496,2021-09-29,0.0858,848449659,DECK
Steadfast Capital Management LLC,825423,2021-09-29,0.0301,297317364,DECK
"AllianceBernstein, L.P.",751528,2021-09-29,0.0274,270700385,DECK
State Street Corporation,707062,2021-09-29,0.0258,254683732,DECK
"Arrowstreet Capital, Limited Partnership",471786,2021-09-29,0.0172,169937317,DECK
Atlanta Capital Management Company LLC,422074,2021-09-29,0.0154,152031054,DECK
"Geode Capital Management, LLC",374723,2021-09-29,0.0137,134975224,DECK
"American Century Companies, Inc.",364856,2021-09-29,0.013300000000000001,131421131,DECK
