Holder,Shares,Date Reported,% Out,Value,ABV
"Indaba Capital Management, L.P.",3307081,2021-09-29,0.0989,36708599,BNFT
Archon Capital Management LLC,3128412,2021-09-29,0.09359999999999999,34725373,BNFT
Brown Brothers Harriman & Co,3097010,2021-09-29,0.0926,34376811,BNFT
Blackrock Inc.,1882448,2021-09-29,0.056299999999999996,20895172,BNFT
"Vanguard Group, Inc. (The)",1776675,2021-09-29,0.053099999999999994,19721092,BNFT
ArrowMark Colorado Holdings LLC,1245157,2021-09-29,0.037200000000000004,13821242,BNFT
"Needham Investment Management, L.L.C.",1085000,2021-09-29,0.0325,12043500,BNFT
Tikvah Management LLC,975118,2021-09-29,0.0292,10823809,BNFT
Baillie Gifford and Company,940392,2021-09-29,0.0281,10438351,BNFT
Lynrock Lake LP,843206,2021-09-29,0.0252,9359586,BNFT
