Holder,Shares,Date Reported,% Out,Value,ABV
Millennium Management LLC,1993180,2021-09-29,0.0722,19872004,CCAC
"Saba Capital Management, L.P.",1343039,2021-09-29,0.0487,13390098,CCAC
"Shaw D.E. & Co., Inc.",1320370,2021-09-29,0.0478,13164088,CCAC
Glazer Capital LLC,1307244,2021-09-29,0.047400000000000005,13033222,CCAC
Periscope Capital Inc.,1294800,2021-09-29,0.046900000000000004,12909156,CCAC
Weiss Asset Management LP,1275309,2021-09-29,0.0462,12714830,CCAC
Magnetar Financial LLC,1165094,2021-09-29,0.042199999999999994,11615987,CCAC
Bank of America Corporation,1000000,2021-09-29,0.0362,9970000,CCAC
Beryl Capital Management LLC,974981,2021-09-29,0.0353,9720560,CCAC
Linden Advisors LP,840000,2021-09-29,0.0304,8374800,CCAC
