Holder,Shares,Date Reported,% Out,Value,ABV
Wells Fargo & Company,653243,2021-09-29,0.1379,4447474,DALN
"Renaissance Technologies, LLC",242901,2021-09-29,0.0513,1653742,DALN
"Vanguard Group, Inc. (The)",239515,2021-09-29,0.0506,1630689,DALN
Dimensional Fund Advisors LP,236749,2021-09-29,0.05,1611858,DALN
North Star Investment Management Corp,202938,2021-09-29,0.042800000000000005,1381662,DALN
King Luther Capital Management,187450,2021-09-29,0.039599999999999996,1276215,DALN
Minerva Advisors LLC,162248,2021-09-29,0.0342,1104633,DALN
Blackrock Inc.,116213,2021-09-29,0.0245,791212,DALN
Heartland Advisors Inc.,104250,2021-09-29,0.022000000000000002,709765,DALN
Bank of America Corporation,64403,2021-09-29,0.013600000000000001,438474,DALN
