Holder,Shares,Date Reported,% Out,Value,ABV
Truxt Investmentos Ltda,3341489,2021-12-30,0.13369999999999999,34718070,WALDU
Verde Servicos Internacionais S.a.,3037977,2021-12-30,0.1215,31564581,WALDU
Dynamo Internacional Gestao De Recursos Ltda.,810000,2021-12-30,0.032400000000000005,8415900,WALDU
"Jane Street Group, LLC",213200,2021-12-30,0.0085,2215148,WALDU
HRT Financial LP,74912,2021-12-30,0.003,778335,WALDU
"Apollo Management Holdings, L.p.",22640,2021-09-29,0.0009,229343,WALDU
"Arnhold, LLC",16500,2021-12-30,0.0007000000000000001,171435,WALDU
Waratah Capital Advisors Ltd.,15957,2021-12-30,0.0006,165793,WALDU
Taal Capital Management LP,5000,2021-06-29,0.0002,51375,WALDU
Amitell Capital Pte Ltd,2141,2021-12-30,0.0001,22244,WALDU
