Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,505038,2021-09-29,0.0356,16954125,EBET
"Vanguard Group, Inc. (The)",153950,2021-09-29,0.0108,5168101,EBET
State Street Corporation,120070,2021-09-29,0.0085,4030749,EBET
"Geode Capital Management, LLC",112309,2021-09-29,0.0079,3770213,EBET
Northern Trust Corporation,87027,2021-09-29,0.0060999999999999995,2921496,EBET
"Charles Schwab Investment Management, Inc.",23280,2021-09-29,0.0016,781509,EBET
Bank Of New York Mellon Corporation,22017,2021-09-29,0.0016,739110,EBET
Nuveen Asset Management,16153,2021-09-29,0.0011,542256,EBET
"We Are One Seven, LLC",12250,2021-09-29,0.0009,411232,EBET
New York State Common Retirement Fund,6955,2021-12-30,0.0005,142994,EBET
