Holder,Shares,Date Reported,% Out,Value,ABV
"Berkshire Hathaway, Inc",72357453,2021-09-29,0.0876,3751010363,BK
"Vanguard Group, Inc. (The)",68821661,2021-09-29,0.0833,3567714906,BK
Dodge & Cox Inc,61306471,2021-09-29,0.0742,3178127456,BK
Blackrock Inc.,58293459,2021-09-29,0.0706,3021932914,BK
State Street Corporation,36690170,2021-09-29,0.0444,1902018412,BK
"FMR, LLC",22681329,2021-09-29,0.0275,1175800095,BK
Artisan Partners Limited Partnership,18983483,2021-09-29,0.023,984103758,BK
"American Century Companies, Inc.",16411798,2021-09-29,0.0199,850787608,BK
"First Eagle Investment Management, LLC",16146933,2021-09-29,0.0196,837057006,BK
Longview Partners (Guernsey) LTD,15457867,2021-09-29,0.0187,801335825,BK
