Holder,Shares,Date Reported,% Out,Value,ABV
Dodge & Cox Inc,44084528,2021-09-29,0.024300000000000002,1352072473,HMC
"Fisher Asset Management, LLC",7915105,2021-09-29,0.0044,242756270,HMC
"American Century Companies, Inc.",4548478,2021-09-29,0.0025,139501820,HMC
Macquarie Group Limited,2621597,2021-09-29,0.0014000000000000002,80404379,HMC
Mondrian Investment Partners Ltd,2098820,2021-09-29,0.0012,64370809,HMC
"Renaissance Technologies, LLC",1835523,2021-09-29,0.001,56295490,HMC
Parametric Portfolio Associates,1754520,2021-09-29,0.001,53811128,HMC
Todd Asset Management LLC,1716299,2021-09-29,0.0009,52638890,HMC
Bank of America Corporation,1486846,2021-09-29,0.0008,45601566,HMC
Equity Investment Corp,1240728,2021-09-29,0.0007000000000000001,38053127,HMC
