Holder,Shares,Date Reported,% Out,Value,ABV
"Icahn, Carl, C.",4494789,2021-09-29,0.1516,734718209,HRI
"Vanguard Group, Inc. (The)",2320802,2021-09-29,0.0783,379358294,HRI
Gamco Investors Inc,2233996,2021-09-29,0.0753,365168986,HRI
"Fred Alger Management, LLC",2123734,2021-09-29,0.0716,347145559,HRI
Blackrock Inc.,1599537,2021-09-29,0.053899999999999997,261460318,HRI
"AllianceBernstein, L.P.",1350104,2021-09-29,0.0455,220687999,HRI
Dimensional Fund Advisors LP,1214230,2021-09-29,0.0409,198478035,HRI
Impax Asset Management Group Plc,1100075,2021-09-29,0.0371,179818259,HRI
Invesco Ltd.,801565,2021-09-29,0.027000000000000003,131023814,HRI
"Gabelli Funds, LLC",671123,2021-09-29,0.0226,109701765,HRI
