Holder,Shares,Date Reported,% Out,Value,ABV
"Aristeia Capital, LLC",1999998,2021-09-29,0.0725,19399980,HLAH
Citadel Advisors LLC,1443998,2021-09-29,0.052300000000000006,14006780,HLAH
Periscope Capital Inc.,920900,2021-09-29,0.0334,8932730,HLAH
Blackstone Inc,799998,2021-09-29,0.028999999999999998,7759980,HLAH
Hudson Bay Capital Management Lp,753137,2021-09-29,0.0273,7305428,HLAH
"Radcliffe Capital Management, L.P.",713000,2021-09-29,0.0258,6916100,HLAH
"Federated Hermes, Inc.",514200,2021-09-29,0.018600000000000002,4987740,HLAH
"Tpg Group Holdings (sbs) Advisors, Inc.",500000,2021-09-29,0.0181,4850000,HLAH
"CVI Holdings, LLC",400000,2021-09-29,0.014499999999999999,3880000,HLAH
Hbk Investments L P,400000,2021-09-29,0.014499999999999999,3880000,HLAH
