Holder,Shares,Date Reported,% Out,Value,ABV
Capital Research Global Investors,4500000,2021-09-29,0.040999999999999995,20520000,MYPS
"Apollo Management Holdings, L.P.",1520000,2021-09-29,0.0138,6931200,MYPS
"ClearBridge Investments, LLC",1499022,2021-09-29,0.013600000000000001,6835540,MYPS
"Zimmer Partners, LP",1138323,2021-09-29,0.0104,5190752,MYPS
Monashee Investment Management LLC,1000000,2021-09-29,0.0091,4560000,MYPS
Phoenix Holdings Ltd.,991584,2021-09-29,0.009000000000000001,4521623,MYPS
"Vanguard Group, Inc. (The)",987979,2021-09-29,0.009000000000000001,4505184,MYPS
"Greenlight Capital, Inc.",979800,2021-09-29,0.0089,4467888,MYPS
"Ameriprise Financial, Inc.",817907,2021-09-29,0.0074,3729655,MYPS
"Luxor Capital Group, LP",600000,2021-09-29,0.0055000000000000005,2736000,MYPS
