Holder,Shares,Date Reported,% Out,Value,ABV
Wasatch Advisors Inc,1016699,2021-09-29,0.0637,23678919,SGC
Dimensional Fund Advisors LP,1006304,2021-09-29,0.063,23436820,SGC
Blackrock Inc.,702402,2021-09-29,0.044000000000000004,16358942,SGC
First Wilshire Securities Management Inc,556590,2021-09-29,0.0348,12962981,SGC
"Vanguard Group, Inc. (The)",554164,2021-09-29,0.0347,12906479,SGC
"Neuberger Berman Group, LLC",350382,2021-09-29,0.0219,8160396,SGC
Wells Fargo & Company,222612,2021-09-29,0.0139,5184633,SGC
State Street Corporation,189021,2021-09-29,0.0118,4402299,SGC
"Geode Capital Management, LLC",186854,2021-09-29,0.011699999999999999,4351829,SGC
First Manhattan Company,165397,2021-09-29,0.0104,3852096,SGC
