Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",38012076,2021-09-29,0.1003,1357791354,MOS
Blackrock Inc.,27528340,2021-09-29,0.0726,983312304,MOS
"FMR, LLC",24242777,2021-09-29,0.064,865951994,MOS
State Street Corporation,17260332,2021-09-29,0.0455,616539059,MOS
Bank Of New York Mellon Corporation,6679605,2021-09-29,0.0176,238595490,MOS
"Geode Capital Management, LLC",6546880,2021-09-29,0.0173,233854553,MOS
Northern Trust Corporation,5894595,2021-09-29,0.015600000000000001,210554933,MOS
Boston Partners,5781283,2021-09-29,0.015300000000000001,206507428,MOS
Norges Bank Investment Management,4984215,2020-12-30,0.0132,114686787,MOS
Invesco Ltd.,4701077,2021-09-29,0.0124,167922470,MOS
