Holder,Shares,Date Reported,% Out,Value,ABV
"Guggenheim Capital, LLC",1091784,2021-09-29,0.06,10819579,IGA
Morgan Stanley,781952,2021-09-29,0.043,7749144,IGA
"Saba Capital Management, L.P.",685297,2021-09-29,0.0377,6791293,IGA
"Advisors Asset Management, Inc.",412594,2021-09-29,0.0227,4088806,IGA
Invesco Ltd.,304478,2021-09-29,0.0167,3017376,IGA
Parametric Portfolio Associates,176521,2021-09-29,0.0097,1749323,IGA
"1607 Capital Partners, LLC",98045,2021-09-29,0.0054,971625,IGA
"Hennion & Walsh Asset Management, Inc.",92921,2021-09-29,0.0051,920847,IGA
"Raymond James Financial Services Advisors, Inc.",87677,2021-09-29,0.0048,868879,IGA
Walleye Capital LLC,73721,2021-09-29,0.0040999999999999995,730575,IGA
