Holder,Shares,Date Reported,% Out,Value,ABV
"Karpus Management, Inc.",841120,2021-12-30,0.0925,8579424,REVB
Weiss Asset Management LP,488290,2021-12-30,0.0537,4980558,REVB
Hudson Bay Capital Management Lp,443000,2021-12-30,0.0487,4518600,REVB
Berkley W R Corp,323141,2021-12-30,0.0355,3296038,REVB
Shaolin Capital Management LLC,243088,2021-12-30,0.026699999999999998,2479497,REVB
Mizuho Securities USA LLC,225862,2021-12-30,0.0248,2303792,REVB
"Rivernorth Capital Management, Llc",200000,2021-09-29,0.022000000000000002,2016000,REVB
Ayrton Capital LLC,75000,2021-12-30,0.008199999999999999,765000,REVB
AQR Arbitrage LLC,56281,2021-09-29,0.0062,567312,REVB
Anson Funds Management LP,50000,2021-12-30,0.0055000000000000005,510000,REVB
